Review,Review_Bersih,Review_bersih_joined,Aspek_Kategori,ganti,Sentimen,Label_Aspek,Label_Sen,Review_Bersih_NEG
Melepas lelah di sepanjang pantai ini begitu menyenangkan.,melepas lelah sepanjang pantai begitu menyenangkan,melepas lelah sepanjang pantai begitu menyenangkan,suasana,positif,positif,3,1,melepas lelah sepanjang pantai begitu menyenangkan
Bertemu banyak turis manca negara.,bertemu banyak turis manca negara,bertemu banyak turis manca negara,serbaneka,positif,netral,4,1,bertemu banyak turis manca negara
Petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan.,petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan,petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan,fasilitas,positif,netral,1,1,petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan
Tapi tetep aja pengen selalu ke sini.,tapi tetap saja ingin selalu sini,tapi tetap saja ingin selalu sini,serbaneka,positif,positif,4,1,tapi tetap saja ingin selalu sini
"Berkunjung kesini ramai di pagi dan siang hari, banyak turis asing berjemur",berkunjung kesini ramai pagi siang hari banyak turis asing berjemur,berkunjung kesini ramai pagi siang hari banyak turis asing berjemur,suasana,positif,netral,3,1,berkunjung kesini ramai pagi siang hari banyak turis asing berjemur
"banyak juga yang berjualan disini, sperti Bir dan Kelapa Muda,",banyak juga yang berjualan disini sperti kelapa muda,banyak juga yang berjualan disini sperti kelapa muda,fasilitas,positif,netral,1,1,banyak juga yang berjualan disini sperti kelapa muda
Sekarang ramai sekali disana.,sekarang ramai sekali disana,sekarang ramai sekali disana,suasana,positif,netral,3,1,sekarang ramai sekali disana
Banyak banget turis.,banyak banget turis,banyak banget turis,suasana,positif,netral,3,1,banyak banget turis
Pantai lumayan bersih.,pantai lumayan bersih,pantai lumayan bersih,lokasi,positif,positif,2,1,pantai lumayan bersih
Dekat dengan cafe dan shop.,dekat dengan cafe shop,dekat dengan cafe shop,fasilitas,positif,netral,1,1,dekat dengan cafe shop
"Buat yang suka sepi, tidak disarankan kesini deh, karna rame banget.",buat yang suka sepi tidak disarankan kesini karena ramai banget,buat yang suka sepi tidak_disarankan kesini karena ramai banget,suasana,positif,netral,3,1,buat yang suka sepi tidak NEG_disarankan NEG_kesini karena ramai banget
"Tapi buat yang ingin cuci mata liat cewek atau cowok bule, ini pantai cocok banget buat kalian para petualang.",tapi buat yang ingin cuci mata lihat cewek atau cowok bule pantai cocok banget buat kalian para petualang,tapi buat yang ingin cuci mata lihat cewek atau cowok bule pantai cocok banget buat kalian para petualang,serbaneka,positif,positif,4,1,tapi buat yang ingin cuci mata lihat cewek atau cowok bule pantai cocok banget buat kalian para petualang
"Liburan kali ini tidak hanya sendiri, kali ini sy membawa kawan dari jakarta menuju bali mengunakan kereta api.",liburan kali tidak hanya sendiri kali saya membawa kawan dari jakarta menuju bali mengunakan kereta,liburan kali tidak_hanya sendiri kali saya membawa kawan dari jakarta menuju bali mengunakan kereta,serbaneka,positif,netral,4,1,liburan kali tidak NEG_hanya sendiri kali saya membawa kawan dari jakarta menuju bali mengunakan kereta
perjalanan dari jkt di pasar senen menuju gubeng surabaya lalu sy melanjuti dengan kereta lg menuju banyuwangi.,perjalanan dari jakarta pasar senen menuju gubeng surabaya lalu saya melanjuti dengan kereta lagi menuju banyuwangi,perjalanan dari jakarta pasar senen menuju gubeng surabaya lalu saya melanjuti dengan kereta lagi menuju banyuwangi,serbaneka,positif,netral,4,1,perjalanan dari jakarta pasar senen menuju gubeng surabaya lalu saya melanjuti dengan kereta lagi menuju banyuwangi
setelah sampai banyuwangi sy naik bis yg menuju arah kutai bali.,setelah sampai banyuwangi saya naik yang menuju arah kutai bali,setelah sampai banyuwangi saya naik yang menuju arah kutai bali,serbaneka,positif,netral,4,1,setelah sampai banyuwangi saya naik yang menuju arah kutai bali
perjalanan lumayan capek.,perjalanan lumayan capek,perjalanan lumayan capek,serbaneka,positif,netral,4,1,perjalanan lumayan capek
"tp rasa capek sy hilang melihat teman"" yg tak sabar ingin melihat indahnya bali dan pesona lautnya yg begitu indah smpai tak terlupakan.",tapi rasa capek saya hilang melihat teman yang tidak sabar ingin melihat indahnya bali pesona lautnya yang begitu indah sampai tidak terlupakan,tapi rasa capek saya hilang melihat teman yang tidak_sabar ingin melihat indahnya bali pesona lautnya yang begitu indah sampai tidak_terlupakan,suasana,positif,positif,3,1,tapi rasa capek saya hilang melihat teman yang tidak NEG_sabar ingin melihat indahnya bali pesona lautnya yang begitu indah sampai tidak NEG_terlupakan 
Ini pantai selalu bikin kangen.,pantai selalu membuat kangen,pantai selalu membuat kangen,serbaneka,positif,positif,4,1,pantai selalu membuat kangen
Ga pernah bisa lupa untuk absen ke pantai ini klo ke bali.,tidak pernah bisa lupa untuk absen pantai kalau bali,tidak_pernah bisa lupa untuk absen pantai kalau bali,serbaneka,positif,positif,4,1,tidak NEG_pernah bisa lupa untuk absen pantai kalau bali
Sekarang kondisi nya lebih bersih.,sekarang kondisi lebih bersih,sekarang kondisi lebih bersih,lokasi,positif,positif,2,1,sekarang kondisi lebih bersih
Yg berjualan pun semakin tertib.,yang berjualan semakin tertib,yang berjualan semakin tertib,fasilitas,positif,positif,1,1,yang berjualan semakin tertib
Anak sy suka belajar surfing dgn mas dsana dalam setahun wajib minimal 1x absen ke pulau dewata ini.,anak saya suka belajar berselancar dengan dsana dalam setahun wajib minimal absen pulau dewata,anak saya suka belajar berselancar dengan dsana dalam setahun wajib minimal absen pulau dewata,fasilitas,positif,positif,1,1,anak saya suka belajar berselancar dengan dsana dalam setahun wajib minimal absen pulau dewata
"Oyaa jangan lupa jg sering2 liat jadwal di penangkaran turtle, sy n anak kebagian tuh ikut berpartisipasi melepas anak penyu di pantai kuta .",jangan lupa juga sering sering lihat jadwal penangkaran penyu saya anak kebagian ikut berpartisipasi melepas anak penyu pantai kuta,jangan lupa juga sering sering lihat jadwal penangkaran penyu saya anak kebagian ikut berpartisipasi melepas anak penyu pantai kuta,fasilitas,positif,netral,1,1,jangan NEG_lupa juga sering sering lihat jadwal penangkaran penyu saya anak kebagian ikut berpartisipasi melepas anak penyu pantai kuta
"Seruuuu kegiatan yg bagus n mendidik bwt anak n kita jg yaa , jd tau klo penyu memang sangat perlu dilindungi",seru kegiatan yang bagus mendidik buat anak kita juga jadi tahu kalau penyu memang sangat perlu dilindungi,seru kegiatan yang bagus mendidik buat anak kita juga jadi tahu kalau penyu memang sangat perlu dilindungi,serbaneka,positif,positif,4,1,seru kegiatan yang bagus mendidik buat anak kita juga jadi tahu kalau penyu memang sangat perlu dilindungi
ga ada alasan kalau kamu ga kemari waktu di bali,tidak ada alasan kalau kamu tidak kemari waktu bali,tidak_ada alasan kalau kamu tidak_kemari waktu bali,serbaneka,positif,positif,4,1,tidak NEG_ada NEG_alasan kalau kamu tidak NEG_kemari NEG_waktu 
pantai yang bersih ,pantai yang bersih,pantai yang bersih,lokasi,positif,positif,2,1,pantai yang bersih
banyak wisatawan asing dan domestik,banyak wisatawan asing domestik,banyak wisatawan asing domestik,serbaneka,positif,netral,4,1,banyak wisatawan asing domestik
"ditambah keramahan warga sekitar, membuat suasana bulan madu di bali menjadi lebih berkesan, ",ditambah keramahan warga sekitar membuat suasana bulan madu bali menjadi lebih berkesan,ditambah keramahan warga sekitar membuat suasana bulan madu bali menjadi lebih berkesan,serbaneka,positif,positif,4,1,ditambah keramahan warga sekitar membuat suasana bulan madu bali menjadi lebih berkesan
ditambah lagi melihat keindahan sunset di pantai kuta,ditambah lagi melihat keindahan matahari tenggelam pantai kuta,ditambah lagi melihat keindahan matahari tenggelam pantai kuta,suasana,positif,positif,3,1,ditambah lagi melihat keindahan matahari tenggelam pantai kuta
Kuta merupakan ikon bali tidak bisa di lepaskan dari pandangan wisatawan .,kuta merupakan ikon bali tidak bisa lepaskan dari pandangan wisatawan,kuta merupakan ikon bali tidak_bisa lepaskan dari pandangan wisatawan,serbaneka,positif,positif,4,1,kuta merupakan ikon bali tidak NEG_bisa lepaskan dari pandangan wisatawan
tapi sekarang kuta tidak seindah dahulu lagi .,tapi sekarang kuta tidak seindah dahulu lagi,tapi sekarang kuta tidak_seindah dahulu lagi,lokasi,negatif,negatif,2,0,tapi sekarang kuta tidak NEG_seindah NEG_dahulu 
sekarang pasir pantainya pun sudah mulai hitam dan kotor .,sekarang pasir pantainya sudah mulai hitam kotor,sekarang pasir pantainya sudah mulai hitam kotor,lokasi,negatif,negatif,2,0,sekarang pasir pantainya sudah mulai hitam kotor
mungkin karena banyak wisatawan juga .,mungkin karena banyak wisatawan juga,mungkin karena banyak wisatawan juga,serbaneka,negatif,negatif,4,0,mungkin karena banyak wisatawan juga
tapi tetep pantai kuta merupakan destinasi yang harus di kinjungi apa lagi untuk yang pertama kali ke bali pasti pantai ke sini dulu .,tapi tetap pantai kuta merupakan destinasi yang harus kinjungi lagi untuk yang pertama kali bali pasti pantai sini dahulu,tapi tetap pantai kuta merupakan destinasi yang harus kinjungi lagi untuk yang pertama kali bali pasti pantai sini dahulu,serbaneka,positif,netral,4,1,tapi tetap pantai kuta merupakan destinasi yang harus kinjungi lagi untuk yang pertama kali bali pasti pantai sini dahulu
dan yang paling indah dari pantai kuta adalah sunset nya,yang paling indah dari pantai kuta adalah matahari tenggelam,yang paling indah dari pantai kuta adalah matahari tenggelam,suasana,positif,positif,3,1,yang paling indah dari pantai kuta adalah matahari tenggelam
"Salah satu destinasi pergantian Tahun adalah Bali, selain pantainya yang Indah, pantai Kuta memiliki pemandangan yang Indah dan Romantis di malah hari.",salah satu destinasi pergantian tahun adalah bali selain pantainya yang indah pantai kuta memiliki pemandangan yang indah romantis bahkan hari,salah satu destinasi pergantian tahun adalah bali selain pantainya yang indah pantai kuta memiliki pemandangan yang indah romantis bahkan hari,suasana,positif,positif,3,1,salah satu destinasi pergantian tahun adalah bali selain pantainya yang indah pantai kuta memiliki pemandangan yang indah romantis bahkan hari
Banyak wisatawan serta Lokal merayakan pergantian Tahun disini.,banyak wisatawan serta lokal merayakan pergantian tahun disini,banyak wisatawan serta lokal merayakan pergantian tahun disini,serbaneka,positif,netral,4,1,banyak wisatawan serta lokal merayakan pergantian tahun disini
Luar biasa .,luar biasa,luar biasa,serbaneka,positif,positif,4,1,luar biasa
Siapa yang gak tau dengan pantai kuta?,siapa yang tidak tahu dengan pantai kuta,siapa yang tidak_tahu dengan pantai kuta,serbaneka,positif,positif,4,1,siapa yang tidak NEG_tahu dengan pantai kuta
Sudah menjadi iconnya pantai di bali.,sudah menjadi iconnya pantai bali,sudah menjadi iconnya pantai bali,serbaneka,positif,positif,4,1,sudah menjadi iconnya pantai bali
"Setiap ke bali, saya selalu kesini.",setiap bali saya selalu kesini,setiap bali saya selalu kesini,serbaneka,positif,positif,4,1,setiap bali saya selalu kesini
Pertama kali kesini waktu masih kecil.,pertama kali kesini waktu masih kecil,pertama kali kesini waktu masih kecil,serbaneka,positif,netral,4,1,pertama kali kesini waktu masih kecil
"Pasir nya lembut, masuk nya gratis, duduk santai santai sambil liat sunset itu hal sederhana yang menyenangkan.",pasir lembut masuk gratis duduk santai santai sambil lihat matahari tenggelam sederhana yang menyenangkan,pasir lembut masuk gratis duduk santai santai sambil lihat matahari tenggelam sederhana yang menyenangkan,suasana,positif,positif,3,1,pasir lembut masuk gratis duduk santai santai sambil lihat matahari tenggelam sederhana yang menyenangkan
Aktifitas di sini adalah main surfing.,aktifitas sini adalah main berselancar,aktifitas sini adalah main berselancar,fasilitas,positif,netral,1,1,aktifitas sini adalah main berselancar
Banyak orang berjualan di sini.,banyak orang berjualan sini,banyak orang berjualan sini,fasilitas,positif,netral,1,1,banyak orang berjualan sini
"Pagi hari saya ke pantai Kuta, bagus untuk spot tertentu.",pagi hari saya pantai kuta bagus untuk titik tertentu,pagi hari saya pantai kuta bagus untuk titik tertentu,suasana,positif,positif,3,1,pagi hari saya pantai kuta bagus untuk titik tertentu
Tetapi saya juga menemukan banyak sampah berserakan di sana (jam 6 WITA).,tetapi saya juga menemukan banyak sampah berserakan sana wita,tetapi saya juga menemukan banyak sampah berserakan sana wita,lokasi,negatif,negatif,2,0,tetapi saya juga menemukan banyak sampah berserakan sana wita
Pantainya tak seindah Pantai Pandawa.,pantainya tidak seindah pantai pandawa,pantainya tidak_seindah pantai pandawa,lokasi,negatif,negatif,2,0,pantainya tidak NEG_seindah pantai pandawa
Mungkin bila ke sana kita dapat membantu menjaga kebersihan pantai Kuta ini.,mungkin bila sana kita dapat membantu menjaga kebersihan pantai kuta,mungkin bila sana kita dapat membantu menjaga kebersihan pantai kuta,serbaneka,positif,positif,4,1,mungkin bila sana kita dapat membantu menjaga kebersihan pantai kuta
Pantai Kuta dekat dengan Hardrock cafe.,pantai kuta dekat dengan hardrock cafe,pantai kuta dekat dengan hardrock cafe,fasilitas,positif,netral,1,1,pantai kuta dekat dengan hardrock cafe
"Merupakan pantai berpasir putih yang cantik di bali, sunsetnya sangat cantik di pantai ini.",merupakan pantai berpasir putih yang cantik bali matahari tenggelam sangat cantik pantai,merupakan pantai berpasir putih yang cantik bali matahari tenggelam sangat cantik pantai,suasana,positif,positif,3,1,merupakan pantai berpasir putih yang cantik bali matahari tenggelam sangat cantik pantai
"Kita bisa berselancar, main bola pantai atau main pasir pantai.",kita bisa berselancar main bola pantai atau main pasir pantai,kita bisa berselancar main bola pantai atau main pasir pantai,fasilitas,positif,netral,1,1,kita bisa berselancar main bola pantai atau main pasir pantai
Merupakan salah satu pantai yang ramai pengunjung di bali,merupakan salah satu pantai yang ramai pengunjung bali,merupakan salah satu pantai yang ramai pengunjung bali,suasana,positif,netral,3,1,merupakan salah satu pantai yang ramai pengunjung bali
Pengalaman kesana bermain bersama 4 orang anak kecil lokal dan menangkap ubur2 yang terbawa ombak ke pinggiran dan mengumpulkannya.,pengalaman kesana bermain bersama orang anak kecil lokal menangkap ubur ubur yang terbawa ombak pinggiran mengumpulkannya,pengalaman kesana bermain bersama orang anak kecil lokal menangkap ubur ubur yang terbawa ombak pinggiran mengumpulkannya,serbaneka,positif,netral,4,1,pengalaman kesana bermain bersama orang anak kecil lokal menangkap ubur ubur yang terbawa ombak pinggiran mengumpulkannya
Air laut tidak terlalu bersih.,laut tidak terlalu bersih,laut tidak_terlalu bersih,lokasi,negatif,negatif,2,0,laut tidak NEG_terlalu 
Pantai ini boleh dibilang pantai paling terkenal di pulau dewata dan termasuk pantai paling awal tersohor sehingga menjadi tempat teramai di Bali.,pantai boleh dibilang pantai paling terkenal pulau dewata termasuk pantai paling awal tersohor sehingga menjadi tempat teramai bali,pantai boleh dibilang pantai paling terkenal pulau dewata termasuk pantai paling awal tersohor sehingga menjadi tempat teramai bali,serbaneka,positif,netral,4,1,pantai boleh dibilang pantai paling terkenal pulau dewata termasuk pantai paling awal tersohor sehingga menjadi tempat teramai bali
Meski sejujurnya pemandangan yang ditawarkan sih biasa-biasa saja.,meski sejujurnya pemandangan yang ditawarkan biasa biasa saja,meski sejujurnya pemandangan yang ditawarkan biasa biasa saja,serbaneka,negatif,negatif,4,1,meski sejujurnya pemandangan yang ditawarkan biasa biasa saja
