,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
675,Seakan semua orang di Bali tumpah ruah saat itu.,netral,suasana,suasana,3,0,seakan semua orang bali tumpah ruah saat,akan semua orang bal tumpah ruah saat
676,"Saran saya, jika anda pakai kendaraan pribadi datanglah siang hari sbelum jam 2.",netral,serbaneka,serbaneka,4,0,saran saya jika anda pakai kendaraan pribadi datanglah siang hari sebelum,saran saya jika anda pakai kendara pribadi datang siang hari belum
677,Jam 2 akses ke pantai Kuta sudah ditutup total untuk kendaraan bermotor.,netral,fasilitas,fasilitas,1,0,akses pantai kuta sudah ditutup total untuk kendaraan bermotor,akses pantai kuta sudah tutup total untuk kendara motor
678,Jika sudah ditutup anda harus berjalan kaki cukup jauh untuk menuju pantai.,netral,serbaneka,serbaneka,4,0,jika sudah ditutup anda harus berjalan kaki cukup jauh untuk menuju pantai,jika sudah tutup anda harus jalan kaki cukup jauh untuk tuju pantai
679,Amankan barang berharga anda karena suasana sgt ramai.,netral,serbaneka,serbaneka,4,0,amankan barang berharga anda karena suasana sangat ramai,aman barang harga anda karena suasana sangat ramai
680,Pantai Kuta tidak jauh dari Denpasar berada di pinggir jalan.,netral,lokasi,lokasi,2,0,pantai kuta tidak_jauh dari denpasar berada pinggir jalan,pantai kuta tidak jauh dari denpasar ada pinggir jalan
681,Pantai ini berpasir sangat putih dan memukau.,positif,lokasi,lokasi,2,1,pantai berpasir sangat putih memukau,pantai pasir sangat putih pukau
682,Wisatawan dapat menikmati saat matahari terbenam begitu indah bersamaan dengan panorama gelombang ombak.,positif,suasana,suasana,3,1,wisatawan dapat menikmati saat matahari terbenam begitu indah bersamaan dengan panorama gelombang ombak,wisatawan dapat nikmat saat matahari benam begitu indah sama dengan panorama gelombang ombak
683,"Selain itu wisatawan dapat berjemur, bermain pasir, berenang, jogging,fotografi,wisata kuliner dan berselancar.",netral,fasilitas,fasilitas,1,0,selain wisatawan dapat berjemur bermain pasir berenang jogging fotografi wisata kuliner berselancar,selain wisatawan dapat jemur main pasir renang jogging fotografi wisata kuliner selancar
684,Sepanjang pantai tumbuh pepohonan sehingga suasananya sejuk dan nyaman.,positif,suasana,suasana,3,1,sepanjang pantai tumbuh pepohonan sehingga suasananya sejuk nyaman,panjang pantai tumbuh pohon sehingga suasana sejuk nyaman
685,"Sekitar pantai Kuta terdapat hotel, pusat perbelanjaan, toko dan restoran.",netral,lokasi,lokasi,2,0,sekitar pantai kuta terdapat hotel pusat perbelanjaan toko restoran,sekitar pantai kuta dapat hotel pusat belanja toko restoran
686,kuta adalah pantai yang paling terkenal di bali sehingga menjadi wisata umum dan tetap suasananya memberikan sensasi unik,positif,suasana,suasana,3,1,kuta adalah pantai yang paling terkenal bali sehingga menjadi wisata umum tetap suasananya memberikan sensasi unik,kuta adalah pantai yang paling kenal bal sehingga jadi wisata umum tetap suasana beri sensasi unik
687,"pantai yang panjang, ombak sedang bisa untuk belajar selancar, hotel dan mall berjejer di pinggirnya memberikan gambaran yang unik hanya ada di kuta.",positif,lokasi,lokasi,2,1,pantai yang panjang ombak sedang bisa untuk belajar selancar hotel mall berjejer pinggirnya memberikan gambaran yang unik hanya kuta,pantai yang panjang ombak sedang bisa untuk ajar selancar hotel mall jejer pinggir beri gambar yang unik hanya kuta
688,"banyak bule berjalan2, nongkrong, berjemur dll.",netral,serbaneka,serbaneka,4,0,banyak bule berjalan kumpul-kumpul berjemur,banyak bule jalan kumpul jemur
689,unik dan tetap menarik.,positif,serbaneka,serbaneka,4,1,unik tetap menarik,unik tetap tarik
690,sayang harga makan mahal dan susah mencari makanan halal.,negatif,fasilitas,fasilitas,1,2,sayang harga makan mahal susah mencari makanan halal,sayang harga makan mahal susah cari makan halal
691,"Banyak yang bilang kalau k bali tidak mengunjungi pantai kuta, berarti belum k bali.",netral,serbaneka,serbaneka,4,0,banyak yang bilang kalau bali tidak_mengunjungi pantai kuta berarti belum bali,banyak yang bilang kalau bal tidak unjung pantai kuta arti belum bal
692,"Rasanya gak fair, klo gk mengulas pantai kuta.",netral,serbaneka,serbaneka,4,0,rasanya tidak_fair kalau tidak_mengulas pantai kuta,rasa tidak fair kalau tidak ulas pantai kuta
693,"Saya sangat suka menikmati pantai kuta d pagi hari sambil jalan d pinggir pantai,, karna tidak terlalu penuh sesak dengan kerumunan orang.",positif,suasana,suasana,3,1,saya sangat suka menikmati pantai kuta pagi hari sambil jalan pinggir pantai karena tidak_terlalu penuh sesak dengan kerumunan orang,saya sangat suka nikmat pantai kuta pagi hari sambil jalan pinggir pantai karena tidak terlalu penuh sesak dengan kerumun orang
694,Menikmati sunset di pantai ini adalah a must!.,positif,suasana,suasana,3,1,menikmati matahari tenggelam pantai adalah must,nikmat matahari tenggelam pantai adalah must
695,"Ritual wajib tiap saya bersama pasangan, keluarga dan teman2 berkunjung ke Bali.",netral,serbaneka,serbaneka,4,0,ritual wajib tiap saya bersama pasangan keluarga teman teman berkunjung bali,ritual wajib tiap saya sama pasang keluarga teman teman kunjung bal
696,"Di sini kita bisa surfing, buat yg pemula juga bisa belajar surfing, berenang, bermain ombak atau sekedar menikmati indahnya pantai Kuta.",netral,fasilitas,fasilitas,1,0,sini kita bisa berselancar buat yang pemula juga bisa belajar berselancar berenang bermain ombak atau sekedar menikmati indahnya pantai kuta,sini kita bisa selancar buat yang mula juga bisa ajar selancar renang main ombak atau dar nikmat indah pantai kuta
697,"Di sepanjang pantai banyak pedagang minuman, kita bisa duduk bersantai dan memesan minuman yang tersedia di sana tentunya dengan harga yang masih tergolong tidak mahal.",netral,fasilitas,fasilitas,1,0,sepanjang pantai banyak pedagang minuman kita bisa duduk bersantai memesan minuman yang tersedia sana tentunya dengan harga yang masih tergolong tidak_mahal,panjang pantai banyak dagang minum kita bisa duduk santa mes minum yang sedia sana tentu dengan harga yang masih golong tidak mahal
698,tiap2 pedagang juga menyewakan papan surfing.,netral,fasilitas,fasilitas,1,0,tiap tiap pedagang juga menyewakan papan berselancar,tiap tiap dagang juga sewa papan selancar
699,"Kita bisa pijat, membuat tattoo temprorary, kepang rambut atau mewarnai kuku.",netral,fasilitas,fasilitas,1,0,kita bisa pijat membuat tattoo temprorary kepang rambut atau mewarnai kuku,kita bisa pijat buat tattoo temprorary kepang rambut atau warna kuku
700,Pokoknya recomended deehhhh.,positif,serbaneka,serbaneka,4,1,pokoknya disarankan deeh,pokok saran deeh
701,"Pantai nya luas, ombaknya tidak begitu besar sehingga cocok buat yg ingin belajar surfing, pasirnya banyak pecahan karang, jadi agak kasar",netral,lokasi,lokasi,2,0,pantai luas ombaknya tidak_begitu besar sehingga cocok buat yang ingin belajar berselancar pasirnya banyak pecahan karang jadi agak kasar,pantai luas ombak tidak begitu besar sehingga cocok buat yang ingin ajar selancar pasir banyak pecah karang jadi agak kasar
702,"tidak ada restoran pinggir pantai, cuma ada penjual minum saja.",netral,fasilitas,fasilitas,1,0,tidak_ada restoran pinggir pantai cuma penjual minum saja,tidak ada restoran pinggir pantai cuma jual minum saja
703,"Sunset nya indah sekali disini, cocok untuk foto2, karena pantai yg luas sehingga tidak berdesakan meskipun banyak orang.",positif,suasana,suasana,3,1,matahari tenggelam indah sekali disini cocok untuk foto karena pantai yang luas sehingga tidak_berdesakan meskipun banyak orang,matahari tenggelam indah sekali sini cocok untuk foto karena pantai yang luas sehingga tidak desa meski banyak orang
704,"Berlibur dulu, menghitam eksotiskan kulit di pantai kuta bali.",positif,serbaneka,serbaneka,4,1,berlibur dahulu menghitam eksotiskan kulit pantai kuta bali,libur dahulu hitam eksotis kulit pantai kuta bal
705,"tempat nya ramai, lumayan macet kalau dari arah legian, karena memang pusat wisata hehe",negatif,suasana,suasana,3,2,tempat ramai lumayan macet kalau dari arah legian karena memang pusat wisata,tempat ramai lumayan macet kalau dari arah legi karena memang pusat wisata
706,ga ke bali kalau belum ke Pantai Kuta,positif,serbaneka,serbaneka,4,1,tidak_ke bali kalau belum pantai kuta,tidak ke bal kalau belum pantai kuta
707,kebetulan dekat dengan hotel,positif,lokasi,lokasi,2,1,kebetulan dekat dengan hotel,betul dekat dengan hotel
708,"tersedia tempat parkir motor yang nyaman , masuk ke area pantainya disuguhkan juga banyak penjual2 makanan dan minuman",positif,fasilitas,fasilitas,1,1,tersedia tempat parkir motor yang nyaman masuk area pantainya disuguhkan juga banyak penjual penjual makanan minuman,sedia tempat parkir motor yang nyaman masuk area pantai suguh juga banyak jual jual makan minum
709,"asik sih sore hari sambil minum es kelapa sambil liatin pantai kuta, kebetulan pas kesana saat tidak terlalu ramai",positif,suasana,suasana,3,1,asyik sore hari sambil minum kelapa sambil liatin pantai kuta kebetulan kesana saat tidak_terlalu ramai,asyik sore hari sambil minum kelapa sambil liatin pantai kuta betul kesana saat tidak terlalu ramai
710,Pantai yang cocok untuk menikmati sunset di bali.,positif,suasana,suasana,3,1,pantai yang cocok untuk menikmati matahari tenggelam bali,pantai yang cocok untuk nikmat matahari tenggelam bal
711,Akses ke pantai ini sangat mudah dijangkau dan dekat dengan pusat keramaian.,positif,lokasi,lokasi,2,1,akses pantai sangat mudah dijangkau dekat dengan pusat keramaian,akses pantai sangat mudah jangkau dekat dengan pusat ramai
712,Namun pantai ini terlalu ramai pengunjung sehingga kurang visa menikmati suasananya,negatif,suasana,suasana,3,2,namun pantai terlalu ramai pengunjung sehingga kurang_visa menikmati suasananya,namun pantai terlalu ramai unjung sehingga kurang visa nikmat suasana
713,pantai paling terkenal di Bali ini sangat ramai pada sore hari untuk menikmati matahari terbenam.,netral,suasana,suasana,3,0,pantai paling terkenal bali sangat ramai pada sore hari untuk menikmati matahari terbenam,pantai paling kenal bal sangat ramai pada sore hari untuk nikmat matahari benam
714,Ombak yang stabil cocok bagi peselancar.,positif,serbaneka,serbaneka,4,1,ombak yang stabil cocok bagi peselancar,ombak yang stabil cocok bagi selancar
715,Pantai ini juga cocok untuk berjemur dan bersantai sembari menikmati minuman di pesisir pantai.,positif,fasilitas,fasilitas,1,1,pantai juga cocok untuk berjemur bersantai sembari menikmati minuman pesisir pantai,pantai juga cocok untuk jemur santa sembari nikmat minum pesisir pantai
716,Hampir setiap kali kami berlibur ke Bali kami pasti mampir ke Pantai Kuta.,netral,serbaneka,serbaneka,4,0,hampir setiap kali kami berlibur bali kami pasti mampir pantai kuta,hampir tiap kali kami libur bal kami pasti mampir pantai kuta
717,"Salah satu Pantai favorit kami, meski ramai tetapi kami suka dengan suasananya.",positif,suasana,suasana,3,1,salah satu pantai favorit kami meski ramai tetapi kami suka dengan suasananya,salah satu pantai favorit kami meski ramai tetapi kami suka dengan suasana
718,Kebetulan menginap di Hotel dengan akses langsung ke Pantai Kuta :) ,positif,lokasi,lokasi,2,1,kebetulan menginap hotel dengan akses langsung pantai kuta,betul inap hotel dengan akses langsung pantai kuta
719,Kebersihan Pantai cukup bagus,positif,lokasi,lokasi,2,1,kebersihan pantai cukup bagus,bersih pantai cukup bagus
720, cukup nyaman dan cukup puas kami sekeluarga bermain di Pantai Kuta :),positif,fasilitas,fasilitas,1,1,cukup nyaman cukup puas kami sekeluarga bermain pantai kuta,cukup nyaman cukup puas kami keluarga main pantai kuta
721,"Merupakan surga bagi kamu yang suka dengan kehidupan pantai, dan hiburan malam.",positif,serbaneka,serbaneka,4,1,merupakan surga bagi kamu yang suka dengan kehidupan pantai hiburan malam,rupa surga bagi kamu yang suka dengan hidup pantai hibur malam
722,Belajar dan bermain selancar bergaul dan bercengkrama dengan turis lainnya adalah daya tarik di pantai ini,positif,fasilitas,fasilitas,1,1,belajar bermain selancar bergaul bercengkrama dengan turis lainnya adalah daya tarik pantai,ajar main selancar gaul bercengkrama dengan turis lain adalah daya tarik pantai
723,selain harga makanannya yang sangat terjangkau alias murah,positif,fasilitas,fasilitas,1,1,selain harga makanannya yang sangat terjangkau alias murah,selain harga makan yang sangat jangkau alias murah
724,Laut bersih,positif,lokasi,lokasi,2,1,laut bersih,laut bersih
725,panas banget.,negatif,suasana,suasana,3,2,panas banget,panas banget
726,Pengalaman yang berbeda di laut itu.,netral,serbaneka,serbaneka,4,0,pengalaman yang berbeda laut,alam yang beda laut
727,Deket dengan mall.,positif,lokasi,lokasi,2,1,dekat dengan mall,dekat dengan mall
728,Pokoknya kuta kece!,positif,serbaneka,serbaneka,4,1,pokoknya kuta bagus,pokok kuta bagus
729,"pantai kuta bertempat di bali sangatlah terkenal di mancanegara maupun di indonesia, pantai ini berada di Denpasar",positif,serbaneka,serbaneka,4,1,pantai kuta bertempat bali sangatlah terkenal mancanegara maupun indonesia pantai berada denpasar,pantai kuta tempat bal sangat kenal mancanegara maupun indonesia pantai ada denpasar
730,pasirnya yang halus,positif,lokasi,lokasi,2,1,pasirnya yang halus,pasir yang halus
731,banyak wisatawan berada di sini saat matahari akan terbit,netral,serbaneka,serbaneka,4,0,banyak wisatawan berada sini saat matahari akan terbit,banyak wisatawan ada sini saat matahari akan terbit
732,"Minggu lalu saya ke pantai Kuta, tepat ada event pelepasan anak kura2",netral,serbaneka,serbaneka,4,0,minggu lalu saya pantai kuta tepat event pelepasan anak kura kura,minggu lalu saya pantai kuta tepat event lepas anak kura kura
733,"Kuta ngangenin, suasananya buat rindu akan Bali.",positif,suasana,suasana,3,1,kuta ngangenin suasananya buat rindu akan bali,kuta ngangenin suasana buat rindu akan bal
734,Terlebih sunsetnya.,positif,suasana,suasana,3,1,terlebih matahari tenggelam nya,lebih matahari tenggelam nya
735,Dan bisa langsung ke beachwalknya jg.,positif,lokasi,lokasi,2,1,bisa langsung beachwalknya,bisa langsung beachwalknya
736,Siapa yang tidak kenal pantai Kuta.,positif,serbaneka,serbaneka,4,1,siapa yang tidak_kenal pantai kuta,siapa yang tidak kenal pantai kuta
737,Pantai ini adalah pantai paling terkenal di Bali.,positif,serbaneka,serbaneka,4,1,pantai adalah pantai paling terkenal bali,pantai adalah pantai paling kenal bal
738,Banyak sekali pantai di Bali tetapi pantai ini sudah terkenal sejak dulu akan keindahannya.,positif,lokasi,lokasi,2,1,banyak sekali pantai bali tetapi pantai sudah terkenal sejak dahulu akan keindahannya,banyak sekali pantai bal tetapi pantai sudah kenal sejak dahulu akan indah
739,Pantai pasir putihnya panjang.,netral,lokasi,lokasi,2,0,pantai pasir putihnya panjang,pantai pasir putih panjang
740,"Banyak kegiatan yang bisa dilakukan, mulai dari main surfing, body board, berenang, berjemur, jogging, jalan jalan, main bola, dll.",netral,serbaneka,serbaneka,4,0,banyak kegiatan yang bisa dilakukan mulai dari main berselancar body board berenang berjemur jogging jalan jalan main bola,banyak giat yang bisa laku mulai dari main selancar body board renang jemur jogging jalan jalan main bola
741,Tersedia toilet dan tempat untuk bilas/mandi.,netral,fasilitas,fasilitas,1,0,tersedia toilet tempat untuk bilas mandi,sedia toilet tempat untuk bilas mandi
742,Pantai ini selalu ramai.,netral,suasana,suasana,3,0,pantai selalu ramai,pantai selalu ramai
743,"Mudah dijangkau, parkir motor dan mobil sangat dekat, restoran, cafe, bar, hotel, shopping mall, pokoknya banyak, semua numpuk di area sekitar pantai Kuta.",positif,lokasi,lokasi,2,1,mudah dijangkau parkir motor mobil sangat dekat restoran cafe hotel shopping mall pokoknya banyak semua bertumpuk area sekitar pantai kuta,mudah jangkau parkir motor mobil sangat dekat restoran cafe hotel shopping mall pokok banyak semua tumpuk area sekitar pantai kuta
744,Buat pengunjung pantai mohon dengan sangat untuk selalu menjaga kebersihan pantai yaa.,positif,serbaneka,serbaneka,4,1,buat pengunjung pantai mohon dengan sangat untuk selalu menjaga kebersihan pantai,buat unjung pantai mohon dengan sangat untuk selalu jaga bersih pantai
745,Buanglah sampah pada tempat yang sudah disediakan.,positif,serbaneka,serbaneka,4,1,buanglah sampah pada tempat yang sudah disediakan,buang sampah pada tempat yang sudah sedia
746,Ayo kita jaga bersama kelestarian alam kita.,positif,serbaneka,serbaneka,4,1,kita jaga bersama kelestarian alam kita,kita jaga sama lestari alam kita
